"","x"
"2499",9
"2500",3
"2501",11
"2502",5
"2503",1
"2504",3
"2505",1
"2506",9
"2507",1
"2508",4
"2509",5
"2510",11
"2511",1
"2512",4
"2513",3
"2514",5
"2515",10
"2516",3
"2517",1
"2518",1
"2519",6
"2520",3
"2521",12
"2522",5
"2523",3
"2524",5
"2525",1
"2526",4
"2527",6
"2528",3
"2529",3
"2530",6
"2531",1
"2532",10
"2533",1
"2534",1
"2535",2
"2536",6
"2537",11
"2538",1
"2539",6
"2540",1
"2541",4
"2542",1
"2543",5
"2544",9
"2545",9
"2546",1
"2547",4
"2548",1
"2549",11
"2550",11
"2551",11
"2552",4
"2553",9
"2554",1
"2555",1
"2556",1
"2557",1
"2558",5
"2559",3
"2560",5
"2561",10
"2562",4
"2563",9
"2564",12
"2565",2
"2566",1
"2567",5
"2568",1
"2569",12
"2570",5
"2571",9
"2572",9
"2573",10
"2574",1
"2575",5
"2576",1
"2577",3
"2578",1
"2579",1
"2580",5
"2581",1
"2582",12
"2583",10
"2584",5
"2585",1
"2586",1
"2587",6
"2588",3
"2589",1
"2590",11
"2591",11
"2592",4
"2593",1
"2594",6
"2595",12
"2596",3
"2597",1
"2598",9
"2599",9
"2600",5
"2601",5
"2602",3
"2603",3
"2604",11
"2605",3
"2606",11
"2607",4
"2608",11
"2609",5
"2610",3
"2611",11
"2612",3
"2613",1
"2614",12
"2615",5
"2616",1
"2617",1
"2618",7
"2619",6
"2620",1
"2621",5
"2622",1
"2623",3
"2624",10
"2625",4
"2626",5
"2627",3
"2628",3
"2629",3
"2630",5
"2631",1
"2632",10
"2633",5
"2634",10
"2635",6
"2636",1
"2637",5
"2638",1
"2639",1
"2640",1
"2641",7
"2642",10
"2643",1
"2644",12
"2645",1
"2646",5
"2647",1
"2648",6
"2649",5
"2650",6
"2651",10
"2652",7
"2653",3
"2654",5
"2655",9
"2656",3
"2657",10
"2658",9
"2659",1
"2660",12
"2661",1
"2662",1
"2663",1
"2664",10
"2665",6
"2666",1
"2667",10
"2668",3
"2669",1
"2670",10
"2671",11
"2672",6
"2673",11
"2674",1
"2675",11
"2676",1
"2677",1
"2678",3
"2679",1
"2680",12
"2681",1
"2682",5
"2683",1
"2684",10
"2685",10
"2686",5
"2687",12
"2688",3
"2689",3
"2690",1
"2691",1
"2692",3
"2693",3
"2694",3
"2695",6
"2696",12
"2697",9
"2698",12
"2699",1
"2700",7
"2701",4
"2702",1
"2703",3
"2704",3
"2705",10
"2706",1
"2707",10
"2708",4
"2709",5
"2710",3
"2711",1
"2712",1
"2713",1
"2714",9
"2715",1
"2716",1
"2717",12
"2718",1
"2719",11
"2720",3
"2721",6
"2722",1
"2723",1
"2724",12
"2725",3
"2726",1
"2727",1
"2728",5
"2729",11
"2730",3
"2731",11
"2732",12
"2733",3
"2734",1
"2735",4
"2736",11
"2737",3
"2738",5
"2739",1
"2740",3
"2741",12
"2742",10
"2743",1
"2744",9
"2745",5
"2746",3
"2747",1
"2748",11
"2749",11
"2750",1
"2751",1
"2752",1
"2753",5
"2754",12
"2755",1
"2756",11
"2757",5
"2758",1
"2759",1
"2760",12
"2761",1
"2762",3
"2763",1
"2764",1
"2765",10
"2766",9
"2767",1
"2768",1
"2769",11
"2770",1
"2771",5
"2772",1
"2773",5
"2774",6
"2775",1
"2776",11
"2777",8
"2778",1
"2779",8
"2780",10
"2781",1
"2782",1
"2783",6
"2784",1
"2785",1
"2786",1
"2787",1
"2788",6
"2789",1
"2790",8
"2791",1
"2792",5
"2793",9
"2794",7
"2795",1
"2796",9
"2797",1
"2798",1
"2799",12
"2800",8
"2801",9
"2802",5
"2803",3
"2804",1
"2805",4
"2806",1
"2807",5
"2808",11
"2809",8
"2810",1
"2811",3
"2812",1
"2813",7
"2814",3
"2815",2
"2816",7
"2817",5
"2818",6
"2819",12
"2820",6
"2821",4
"2822",1
"2823",3
"2824",3
"2825",5
"2826",6
"2827",9
"2828",11
"2829",12
"2830",1
"2831",1
"2832",5
"2833",1
"2834",1
"2835",3
"2836",1
"2837",11
"2838",3
"2839",12
"2840",5
"2841",1
"2842",1
"2843",11
"2844",5
"2845",3
"2846",3
"2847",11
"2848",10
"2849",1
"2850",1
"2851",1
"2852",3
"2853",8
"2854",1
"2855",5
"2856",5
"2857",1
"2858",1
"2859",1
"2860",1
"2861",11
"2862",5
"2863",1
"2864",11
"2865",10
"2866",1
"2867",1
"2868",9
"2869",6
"2870",12
"2871",1
"2872",9
"2873",11
"2874",3
"2875",3
"2876",5
"2877",4
"2878",3
"2879",12
"2880",9
"2881",4
"2882",9
"2883",1
"2884",5
"2885",11
"2886",1
"2887",1
"2888",11
"2889",9
"2890",5
"2891",5
"2892",7
"2893",5
"2894",4
"2895",12
"2896",5
"2897",12
"2898",3
"2899",3
"2900",1
"2901",1
"2902",3
"2903",1
"2904",3
"2905",9
"2906",1
"2907",1
"2908",12
"2909",7
"2910",3
"2911",3
"2912",3
"2913",3
"2914",12
"2915",3
"2916",1
"2917",7
"2918",1
"2919",4
"2920",1
"2921",8
"2922",5
"2923",11
"2924",1
"2925",5
"2926",1
"2927",1
"2928",8
"2929",10
"2930",1
"2931",8
"2932",1
"2933",1
"2934",1
"2935",1
"2936",11
"2937",12
"2938",1
"2939",5
"2940",5
"2941",6
"2942",3
"2943",1
"2944",6
"2945",5
"2946",12
"2947",1
"2948",5
"2949",6
"2950",1
"2951",1
"2952",11
"2953",1
"2954",1
"2955",12
"2956",5
"2957",4
"2958",8
"2959",1
"2960",1
"2961",8
"2962",1
"2963",11
"2964",3
"2965",12
"2966",1
"2967",1
"2968",4
"2969",1
"2970",7
"2971",6
"2972",3
"2973",1
"2974",9
"2975",1
"2976",5
"2977",4
"2978",4
"2979",9
"2980",5
"2981",7
"2982",9
"2983",1
"2984",6
"2985",1
"2986",1
"2987",3
"2988",1
"2989",10
"2990",1
"2991",1
"2992",10
"2993",1
"2994",3
"2995",5
"2996",1
"2997",5
"2998",6
"2999",11
"3000",5
"3001",1
"3002",3
"3003",1
"3004",1
"3005",2
"3006",5
"3007",3
"3008",1
"3009",1
"3010",8
"3011",2
"3012",9
"3013",3
"3014",12
"3015",5
"3016",10
"3017",1
"3018",3
"3019",1
"3020",11
"3021",3
"3022",1
"3023",5
"3024",1
"3025",1
"3026",3
"3027",3
"3028",3
"3029",9
"3030",12
"3031",1
"3032",5
"3033",5
"3034",1
"3035",4
"3036",3
"3037",5
"3038",1
"3039",11
"3040",11
"3041",10
"3042",11
"3043",5
"3044",11
"3045",1
"3046",4
"3047",3
"3048",3
"3049",12
"3050",3
"3051",1
"3052",9
"3053",1
"3054",3
"3055",1
"3056",5
"3057",6
"3058",1
"3059",11
"3060",1
"3061",1
"3062",5
"3063",5
"3064",3
"3065",3
"3066",12
"3067",3
"3068",1
"3069",5
"3070",5
"3071",1
"3072",1
"3073",9
"3074",6
"3075",1
"3076",3
"3077",1
"3078",11
"3079",5
"3080",1
"3081",1
"3082",1
"3083",1
"3084",1
"3085",4
"3086",1
"3087",6
"3088",1
"3089",1
"3090",9
"3091",11
"3092",1
"3093",1
"3094",5
"3095",1
"3096",9
"3097",1
"3098",11
"3099",12
"3100",11
"3101",1
"3102",5
"3103",3
"3104",6
"3105",4
"3106",11
"3107",1
"3108",11
"3109",3
"3110",3
"3111",1
"3112",1
"3113",11
"3114",3
"3115",4
"3116",1
"3117",1
"3118",1
"3119",1
"3120",3
"3121",3
"3122",9
"3123",11
"3124",4
"3125",5
"3126",5
"3127",12
"3128",10
"3129",1
"3130",9
"3131",1
"3132",3
"3133",4
"3134",11
"3135",5
"3136",1
"3137",6
"3138",3
"3139",3
"3140",12
"3141",1
"3142",12
"3143",5
"3144",1
"3145",7
"3146",1
"3147",10
"3148",5
"3149",5
"3150",5
"3151",1
"3152",1
"3153",1
"3154",5
"3155",8
"3156",3
"3157",6
"3158",1
"3159",1
"3160",11
"3161",1
"3162",1
"3163",1
"3164",11
"3165",1
"3166",4
"3167",3
"3168",1
"3169",10
"3170",1
"3171",9
"3172",6
"3173",3
"3174",2
"3175",3
"3176",1
"3177",4
"3178",8
"3179",11
"3180",4
"3181",11
"3182",10
"3183",12
"3184",9
"3185",5
"3186",1
"3187",1
"3188",1
"3189",1
"3190",3
"3191",1
"3192",11
"3193",1
"3194",5
"3195",9
"3196",1
"3197",1
"3198",8
"3199",4
"3200",8
"3201",9
"3202",12
"3203",1
"3204",3
"3205",8
"3206",1
"3207",9
"3208",1
"3209",11
"3210",11
"3211",5
"3212",1
"3213",3
"3214",1
"3215",3
"3216",1
"3217",9
"3218",1
"3219",6
"3220",4
"3221",3
"3222",4
"3223",1
"3224",9
"3225",5
"3226",11
"3227",1
"3228",5
"3229",5
"3230",3
"3231",1
"3232",11
"3233",10
"3234",1
"3235",11
"3236",1
"3237",10
"3238",4
"3239",11
"3240",3
"3241",1
"3242",7
"3243",6
"3244",5
"3245",1
"3246",1
"3247",5
"3248",1
"3249",1
"3250",12
"3251",1
"3252",6
"3253",5
"3254",1
"3255",1
"3256",1
"3257",11
"3258",12
"3259",1
"3260",5
"3261",5
"3262",3
"3263",1
"3264",6
"3265",8
"3266",12
"3267",1
"3268",1
"3269",1
"3270",5
"3271",11
"3272",1
"3273",9
"3274",1
"3275",11
"3276",3
"3277",9
"3278",1
"3279",1
"3280",3
"3281",7
"3282",8
"3283",1
"3284",5
"3285",11
"3286",1
"3287",9
"3288",1
"3289",1
"3290",11
"3291",1
"3292",1
"3293",6
"3294",1
"3295",5
"3296",6
"3297",12
"3298",4
"3299",1
"3300",11
"3301",5
"3302",5
"3303",8
"3304",10
"3305",12
"3306",9
"3307",1
"3308",1
"3309",5
"3310",1
"3311",12
"3312",1
"3313",11
"3314",1
"3315",1
"3316",9
"3317",1
"3318",6
"3319",1
"3320",3
"3321",9
"3322",11
"3323",3
"3324",1
"3325",5
"3326",12
"3327",9
"3328",8
"3329",11
"3330",1
"3331",3
"3332",1
"3333",1
"3334",9
"3335",1
"3336",1
"3337",1
"3338",5
"3339",1
"3340",9
"3341",3
"3342",11
"3343",12
"3344",4
"3345",4
"3346",11
"3347",3
"3348",6
"3349",1
"3350",11
"3351",3
"3352",1
"3353",3
"3354",11
"3355",1
"3356",1
"3357",11
"3358",4
"3359",1
"3360",1
"3361",11
"3362",3
"3363",9
"3364",1
"3365",10
"3366",10
"3367",5
"3368",11
"3369",1
"3370",6
"3371",1
"3372",6
"3373",3
"3374",5
"3375",5
"3376",1
"3377",5
"3378",9
"3379",3
"3380",3
"3381",1
"3382",6
"3383",1
"3384",11
"3385",5
"3386",12
"3387",1
"3388",1
"3389",1
"3390",4
"3391",3
"3392",1
"3393",1
"3394",1
"3395",1
"3396",11
"3397",6
"3398",5
"3399",3
"3400",1
"3401",5
"3402",4
"3403",5
"3404",10
"3405",4
"3406",5
"3407",12
"3408",3
"3409",5
"3410",3
"3411",11
"3412",3
"3413",8
"3414",1
"3415",12
"3416",11
"3417",5
"3418",4
"3419",11
"3420",3
"3421",3
"3422",8
"3423",1
"3424",5
"3425",7
"3426",12
"3427",6
"3428",9
"3429",13
"3430",1
"3431",3
"3432",1
"3433",1
"3434",1
"3435",1
"3436",1
"3437",9
"3438",1
"3439",1
"3440",8
"3441",6
"3442",1
"3443",1
"3444",11
"3445",1
"3446",12
"3447",3
"3448",4
"3449",9
"3450",12
"3451",3
"3452",11
"3453",3
"3454",3
"3455",10
"3456",1
"3457",5
"3458",1
"3459",1
"3460",10
"3461",9
"3462",11
"3463",3
"3464",3
"3465",1
"3466",1
"3467",11
"3468",11
"3469",5
"3470",2
"3471",3
"3472",3
"3473",1
"3474",3
"3475",12
"3476",1
"3477",5
"3478",1
"3479",1
"3480",11
"3481",11
"3482",4
"3483",1
"3484",11
"3485",5
"3486",3
"3487",3
"3488",7
"3489",8
"3490",5
"3491",5
"3492",9
"3493",1
"3494",10
"3495",1
"3496",5
"3497",3
"3498",4
"3499",3
"3500",10
"3501",1
"3502",6
"3503",10
"3504",8
"3505",6
"3506",11
"3507",10
"3508",3
"3509",5
"3510",1
"3511",3
"3512",9
"3513",5
"3514",9
"3515",5
"3516",4
"3517",9
"3518",5
"3519",5
"3520",1
"3521",3
"3522",3
"3523",5
"3524",5
"3525",1
"3526",5
"3527",12
"3528",8
"3529",1
"3530",6
"3531",11
"3532",3
"3533",1
"3534",9
"3535",3
"3536",1
"3537",1
"3538",1
"3539",6
"3540",1
"3541",1
"3542",11
"3543",8
"3544",1
"3545",5
"3546",8
"3547",5
"3548",1
"3549",1
"3550",4
"3551",4
"3552",3
"3553",4
"3554",1
"3555",1
"3556",11
"3557",10
"3558",4
"3559",1
"3560",10
"3561",11
"3562",10
"3563",1
"3564",11
"3565",1
"3566",11
"3567",1
"3568",1
"3569",9
"3570",11
"3571",9
"3572",1
"3573",1
"3574",3
"3575",4
"3576",6
"3577",11
"3578",5
"3579",4
"3580",1
"3581",9
"3582",10
"3583",9
"3584",1
"3585",10
"3586",12
"3587",6
"3588",6
"3589",5
"3590",1
"3591",4
"3592",1
"3593",2
"3594",3
"3595",1
"3596",5
"3597",1
"3598",10
"3599",10
"3600",11
"3601",1
"3602",1
"3603",1
"3604",1
"3605",11
"3606",5
"3607",7
"3608",9
"3609",5
"3610",1
"3611",1
"3612",3
"3613",6
"3614",1
"3615",12
"3616",6
"3617",5
"3618",13
"3619",4
"3620",1
"3621",1
"3622",3
"3623",12
"3624",5
"3625",12
"3626",3
"3627",5
"3628",1
"3629",5
"3630",5
"3631",10
"3632",6
"3633",12
"3634",10
"3635",5
"3636",1
"3637",5
"3638",8
"3639",9
"3640",1
"3641",11
"3642",11
"3643",1
"3644",1
"3645",1
"3646",1
"3647",4
"3648",1
"3649",8
"3650",1
"3651",5
"3652",1
"3653",4
"3654",1
"3655",1
"3656",9
"3657",10
"3658",3
"3659",9
"3660",1
"3661",2
"3662",1
"3663",11
"3664",9
"3665",7
"3666",12
"3667",1
"3668",4
"3669",1
"3670",3
"3671",5
"3672",1
"3673",9
"3674",3
"3675",3
"3676",1
"3677",9
"3678",3
"3679",1
"3680",1
"3681",3
"3682",11
"3683",5
"3684",1
"3685",1
"3686",3
"3687",10
"3688",5
"3689",9
"3690",3
"3691",5
"3692",11
"3693",5
"3694",5
"3695",6
"3696",3
"3697",3
"3698",7
"3699",1
"3700",1
"3701",4
"3702",3
"3703",3
"3704",3
"3705",1
"3706",1
"3707",3
"3708",1
"3709",3
"3710",11
"3711",5
"3712",11
"3713",2
"3714",11
"3715",1
"3716",1
"3717",11
"3718",3
"3719",5
"3720",3
"3721",3
"3722",1
"3723",8
"3724",1
"3725",1
"3726",5
"3727",1
"3728",3
"3729",5
"3730",1
"3731",6
"3732",1
"3733",5
"3734",12
"3735",5
"3736",11
"3737",3
"3738",9
"3739",3
"3740",9
"3741",1
"3742",1
"3743",1
"3744",3
"3745",3
"3746",5
"3747",11
"3748",10
"3749",1
"3750",3
"3751",1
"3752",12
"3753",1
"3754",10
"3755",1
"3756",9
"3757",1
"3758",3
"3759",3
"3760",5
"3761",1
"3762",1
"3763",11
"3764",1
"3765",5
"3766",9
"3767",5
"3768",11
"3769",10
"3770",1
"3771",1
"3772",9
"3773",3
"3774",3
"3775",1
"3776",1
"3777",8
"3778",5
"3779",5
"3780",5
"3781",8
"3782",8
"3783",5
"3784",9
"3785",5
"3786",4
"3787",7
"3788",6
"3789",4
"3790",5
"3791",3
"3792",1
"3793",1
"3794",3
"3795",1
"3796",1
"3797",6
"3798",1
"3799",4
"3800",3
"3801",1
"3802",5
"3803",3
"3804",8
"3805",1
"3806",11
"3807",1
"3808",11
"3809",4
"3810",5
"3811",1
"3812",1
"3813",5
"3814",6
"3815",3
"3816",11
"3817",9
"3818",3
"3819",9
"3820",1
"3821",7
"3822",9
"3823",1
"3824",6
"3825",3
"3826",12
"3827",2
"3828",9
"3829",1
"3830",1
"3831",8
"3832",11
"3833",3
"3834",4
"3835",1
"3836",1
"3837",5
"3838",1
"3839",5
"3840",8
"3841",6
"3842",1
"3843",11
"3844",1
"3845",8
"3846",3
"3847",1
"3848",11
"3849",1
"3850",11
"3851",1
"3852",3
"3853",1
"3854",11
"3855",9
"3856",11
"3857",12
"3858",1
"3859",3
"3860",9
"3861",1
"3862",6
"3863",5
"3864",1
"3865",6
"3866",1
"3867",1
"3868",5
"3869",9
"3870",5
"3871",1
"3872",9
"3873",11
"3874",5
"3875",9
"3876",12
"3877",1
"3878",3
"3879",11
"3880",3
"3881",9
"3882",1
"3883",1
"3884",5
"3885",1
"3886",9
"3887",1
"3888",5
"3889",3
"3890",1
"3891",6
"3892",8
"3893",5
"3894",5
"3895",7
"3896",1
"3897",1
"3898",3
"3899",12
"3900",11
"3901",3
"3902",1
"3903",5
"3904",5
"3905",4
"3906",5
"3907",5
"3908",10
"3909",1
"3910",3
"3911",12
"3912",9
"3913",5
"3914",7
"3915",1
"3916",10
"3917",11
"3918",5
"3919",6
"3920",1
"3921",1
"3922",10
"3923",4
"3924",1
"3925",3
"3926",4
"3927",11
"3928",1
"3929",1
"3930",1
"3931",1
"3932",3
"3933",1
"3934",9
"3935",1
"3936",5
"3937",4
"3938",3
"3939",1
"3940",5
"3941",5
"3942",1
"3943",3
"3944",11
"3945",1
"3946",1
"3947",12
"3948",10
"3949",1
"3950",5
"3951",4
"3952",1
"3953",1
"3954",4
"3955",3
"3956",1
"3957",8
"3958",5
"3959",3
"3960",1
"3961",5
"3962",1
"3963",8
"3964",1
"3965",4
"3966",12
"3967",1
"3968",1
"3969",9
"3970",1
"3971",12
"3972",1
"3973",8
"3974",6
"3975",1
"3976",3
"3977",11
"3978",3
"3979",1
"3980",6
"3981",5
"3982",3
"3983",1
"3984",3
"3985",11
"3986",5
"3987",9
"3988",3
"3989",8
"3990",1
"3991",11
"3992",9
"3993",1
"3994",3
"3995",1
"3996",8
"3997",5
"3998",9
"3999",1
"4000",9
"4001",3
"4002",11
"4003",11
"4004",1
"4005",3
"4006",11
"4007",5
"4008",7
"4009",1
"4010",5
"4011",9
"4012",3
"4013",1
"4014",4
"4015",10
"4016",11
"4017",12
"4018",1
"4019",10
"4020",1
"4021",6
"4022",3
"4023",1
"4024",1
"4025",1
"4026",5
"4027",9
"4028",5
"4029",3
"4030",5
"4031",7
"4032",1
"4033",9
"4034",10
"4035",6
"4036",9
"4037",9
"4038",1
"4039",3
"4040",1
"4041",5
"4042",5
"4043",1
"4044",5
"4045",1
"4046",9
"4047",9
"4048",11
"4049",11
"4050",5
"4051",8
"4052",1
"4053",3
"4054",1
"4055",1
"4056",6
"4057",1
"4058",9
"4059",5
"4060",11
"4061",1
"4062",1
"4063",1
"4064",10
"4065",1
"4066",5
"4067",5
"4068",1
"4069",2
"4070",4
"4071",1
"4072",12
"4073",5
"4074",8
"4075",10
"4076",5
"4077",3
"4078",13
"4079",5
"4080",1
"4081",12
"4082",1
"4083",3
"4084",11
"4085",1
"4086",1
"4087",5
"4088",1
"4089",1
"4090",1
"4091",11
"4092",4
"4093",1
"4094",1
"4095",5
"4096",4
"4097",1
"4098",11
"4099",11
"4100",12
"4101",5
"4102",11
"4103",7
"4104",11
"4105",1
"4106",1
"4107",6
"4108",8
"4109",10
"4110",3
"4111",5
"4112",12
"4113",9
"4114",1
"4115",11
"4116",10
"4117",9
"4118",1
"4119",6
"4120",5
"4121",1
"4122",11
"4123",6
"4124",1
"4125",6
"4126",8
"4127",1
"4128",1
"4129",6
"4130",1
"4131",11
"4132",12
"4133",9
"4134",3
"4135",9
"4136",5
"4137",1
"4138",1
"4139",1
"4140",1
"4141",11
"4142",1
"4143",9
"4144",5
"4145",1
"4146",11
"4147",1
"4148",3
"4149",1
"4150",1
"4151",4
"4152",1
"4153",8
"4154",3
"4155",5
"4156",1
"4157",9
"4158",5
"4159",11
"4160",1
"4161",1
"4162",11
"4163",1
"4164",3
"4165",5
"4166",10
"4167",1
"4168",1
"4169",9
"4170",12
"4171",6
"4172",11
"4173",12
"4174",4
"4175",6
"4176",5
"4177",1
"4178",3
"4179",1
"4180",1
"4181",5
"4182",8
"4183",11
"4184",7
"4185",5
"4186",1
"4187",1
"4188",12
"4189",1
"4190",5
"4191",1
"4192",9
"4193",5
"4194",5
"4195",5
"4196",1
"4197",5
"4198",12
"4199",5
"4200",11
"4201",1
"4202",5
"4203",6
"4204",3
"4205",1
"4206",11
"4207",3
"4208",10
"4209",1
"4210",11
"4211",1
"4212",10
"4213",1
"4214",5
"4215",3
"4216",1
"4217",12
"4218",11
"4219",1
"4220",5
"4221",1
"4222",11
"4223",5
"4224",3
"4225",1
"4226",11
"4227",1
"4228",8
"4229",6
"4230",1
"4231",5
"4232",5
"4233",3
"4234",1
"4235",6
"4236",4
"4237",1
"4238",12
"4239",10
"4240",9
"4241",10
"4242",11
"4243",8
"4244",11
"4245",3
"4246",3
"4247",11
"4248",1
"4249",8
"4250",1
"4251",1
"4252",9
"4253",1
"4254",1
"4255",3
"4256",4
"4257",1
"4258",1
"4259",12
"4260",1
"4261",1
"4262",10
"4263",1
"4264",5
"4265",1
"4266",1
"4267",1
"4268",3
"4269",8
"4270",3
"4271",1
"4272",1
"4273",10
"4274",1
"4275",9
"4276",1
"4277",1
"4278",1
"4279",5
"4280",1
"4281",13
"4282",1
"4283",10
"4284",4
"4285",3
"4286",12
"4287",7
"4288",5
"4289",11
"4290",1
"4291",1
"4292",3
"4293",1
"4294",1
"4295",1
"4296",1
"4297",10
"4298",1
"4299",3
"4300",1
"4301",1
"4302",9
"4303",5
"4304",12
"4305",11
"4306",1
"4307",3
"4308",5
"4309",1
"4310",3
"4311",3
"4312",4
"4313",1
"4314",4
"4315",3
"4316",11
"4317",1
"4318",1
"4319",1
"4320",1
"4321",1
"4322",11
"4323",1
"4324",3
"4325",10
"4326",10
"4327",3
"4328",3
"4329",6
"4330",9
"4331",8
"4332",10
"4333",1
"4334",12
"4335",3
"4336",11
"4337",1
"4338",8
"4339",9
"4340",1
"4341",12
"4342",10
"4343",11
"4344",9
"4345",8
"4346",4
"4347",9
"4348",12
"4349",3
"4350",4
"4351",1
"4352",5
"4353",1
"4354",6
"4355",10
"4356",1
"4357",1
"4358",4
"4359",6
"4360",1
"4361",1
"4362",5
"4363",11
"4364",1
"4365",5
"4366",9
"4367",5
"4368",1
"4369",10
"4370",9
"4371",1
"4372",6
"4373",1
"4374",5
"4375",6
"4376",1
"4377",1
"4378",11
"4379",1
"4380",1
"4381",11
"4382",1
"4383",5
"4384",3
"4385",9
"4386",5
"4387",6
"4388",11
"4389",3
"4390",5
"4391",5
"4392",1
"4393",5
"4394",2
"4395",3
"4396",1
"4397",1
"4398",1
"4399",5
"4400",5
"4401",10
"4402",1
"4403",3
"4404",1
"4405",3
"4406",3
"4407",4
"4408",5
"4409",9
"4410",3
"4411",13
"4412",12
"4413",3
"4414",1
"4415",1
"4416",9
"4417",3
"4418",1
"4419",3
"4420",12
"4421",1
"4422",10
"4423",1
"4424",10
"4425",1
"4426",1
"4427",1
"4428",9
"4429",1
"4430",5
"4431",1
"4432",1
"4433",1
"4434",1
"4435",12
"4436",1
"4437",1
"4438",1
"4439",6
"4440",11
"4441",6
"4442",12
"4443",3
"4444",1
"4445",1
"4446",1
"4447",1
"4448",6
"4449",1
"4450",11
"4451",1
"4452",8
"4453",10
"4454",4
"4455",12
"4456",5
"4457",11
"4458",1
"4459",1
"4460",5
"4461",1
"4462",5
"4463",4
"4464",5
"4465",12
"4466",9
"4467",5
"4468",5
"4469",10
"4470",1
"4471",12
"4472",10
"4473",5
"4474",3
"4475",12
"4476",1
"4477",3
"4478",11
"4479",3
"4480",1
"4481",3
"4482",7
"4483",3
"4484",12
"4485",1
"4486",3
"4487",9
"4488",6
"4489",1
"4490",6
"4491",7
"4492",1
"4493",5
"4494",5
"4495",6
"4496",8
"4497",1
"4498",5
"4499",3
"4500",1
"4501",2
"4502",6
"4503",5
"4504",3
"4505",1
"4506",1
"4507",4
"4508",5
"4509",9
"4510",5
"4511",1
"4512",4
"4513",6
"4514",1
"4515",2
"4516",1
"4517",1
"4518",7
"4519",1
"4520",10
"4521",3
"4522",3
"4523",9
"4524",5
"4525",8
"4526",1
"4527",9
"4528",9
"4529",1
"4530",3
"4531",4
"4532",1
"4533",9
"4534",1
"4535",1
"4536",1
"4537",2
"4538",11
"4539",5
"4540",9
"4541",5
"4542",1
"4543",1
"4544",5
"4545",1
"4546",1
"4547",1
"4548",1
"4549",6
"4550",4
"4551",1
"4552",1
"4553",1
"4554",1
"4555",1
"4556",1
"4557",6
"4558",9
"4559",3
"4560",1
"4561",4
"4562",12
"4563",11
"4564",5
"4565",8
"4566",1
"4567",5
"4568",1
"4569",13
"4570",1
"4571",1
"4572",3
"4573",1
"4574",1
"4575",3
"4576",1
"4577",5
"4578",1
"4579",1
"4580",1
"4581",1
"4582",9
"4583",1
"4584",1
"4585",5
"4586",12
"4587",1
"4588",3
"4589",1
"4590",1
"4591",5
"4592",5
"4593",1
"4594",1
"4595",5
"4596",10
"4597",1
"4598",12
"4599",1
"4600",3
"4601",3
"4602",5
"4603",4
"4604",5
"4605",5
"4606",1
"4607",5
"4608",5
"4609",11
"4610",1
"4611",12
"4612",9
"4613",1
"4614",4
"4615",6
"4616",5
"4617",1
"4618",9
"4619",1
"4620",1
"4621",1
"4622",3
"4623",1
"4624",11
"4625",11
"4626",3
"4627",1
"4628",1
"4629",1
"4630",9
"4631",6
"4632",8
"4633",1
"4634",11
"4635",1
"4636",1
"4637",1
"4638",9
"4639",1
"4640",1
"4641",6
"4642",9
"4643",11
"4644",1
"4645",10
"4646",5
"4647",4
"4648",6
"4649",5
"4650",2
"4651",5
"4652",3
"4653",5
"4654",1
"4655",1
"4656",9
"4657",1
"4658",4
"4659",11
"4660",1
"4661",5
"4662",5
"4663",3
"4664",5
"4665",6
"4666",5
"4667",1
"4668",3
"4669",11
"4670",11
"4671",1
"4672",3
"4673",5
"4674",1
"4675",1
"4676",3
"4677",1
"4678",9
"4679",5
"4680",12
"4681",4
"4682",1
"4683",5
"4684",11
"4685",11
"4686",1
"4687",3
"4688",5
"4689",9
"4690",8
"4691",11
"4692",9
"4693",1
"4694",6
"4695",1
"4696",5
"4697",1
"4698",3
"4699",3
"4700",1
"4701",1
"4702",1
"4703",6
"4704",12
"4705",9
"4706",3
"4707",1
"4708",3
"4709",3
"4710",4
"4711",1
"4712",1
"4713",6
"4714",3
"4715",6
"4716",1
"4717",10
"4718",5
"4719",3
"4720",5
"4721",4
"4722",1
"4723",5
"4724",5
"4725",1
"4726",1
"4727",7
"4728",5
"4729",1
"4730",9
"4731",3
"4732",1
"4733",5
"4734",11
"4735",1
"4736",11
"4737",1
"4738",3
"4739",4
"4740",9
"4741",5
"4742",11
"4743",3
"4744",1
"4745",6
"4746",3
"4747",5
"4748",1
"4749",4
"4750",11
"4751",4
"4752",1
"4753",8
"4754",6
"4755",1
"4756",2
"4757",3
"4758",11
"4759",1
"4760",5
"4761",8
"4762",9
"4763",3
"4764",1
"4765",1
"4766",1
"4767",1
"4768",1
"4769",5
"4770",5
"4771",5
"4772",1
"4773",4
"4774",11
"4775",11
"4776",5
"4777",5
"4778",1
"4779",5
"4780",1
"4781",3
"4782",1
"4783",11
"4784",10
"4785",11
"4786",1
"4787",5
"4788",1
"4789",5
"4790",3
"4791",5
"4792",1
"4793",5
"4794",1
"4795",1
"4796",1
"4797",1
"4798",9
"4799",6
"4800",1
"4801",10
"4802",11
"4803",10
"4804",1
"4805",1
"4806",5
"4807",5
"4808",5
"4809",3
"4810",5
"4811",4
"4812",10
"4813",1
"4814",1
"4815",6
"4816",9
"4817",12
"4818",5
"4819",4
"4820",1
"4821",1
"4822",5
"4823",8
"4824",5
"4825",1
"4826",1
"4827",5
"4828",11
"4829",9
"4830",5
